issue_key,issue_inicio,issue_fin,release_name,release_quarter,release_squad,release_tribu
PROJ-10583,2025-08-27,2025-12-30,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10584,2025-01-11,2025-09-04,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10585,2025-11-19,2025-12-22,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10586,2025-01-12,2025-03-23,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10587,2025-09-30,2025-12-13,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10588,2025-12-24,2025-12-29,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10589,2025-01-03,2025-03-14,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10590,2025-08-08,2025-12-14,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10591,2025-01-28,2025-03-24,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10592,2025-09-03,2025-09-09,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10593,2025-10-17,2025-12-08,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10594,2025-05-27,2025-11-06,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10595,2025-05-13,2025-07-13,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10596,2025-05-02,2025-09-05,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10597,2025-08-20,2025-09-06,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10598,2025-03-02,2025-05-02,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10599,2025-01-20,2025-10-09,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10600,2025-04-16,2025-10-05,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10601,2025-06-14,2025-12-20,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10602,2025-06-21,2025-09-10,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10603,2025-03-25,2025-10-10,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10604,2025-05-15,2025-10-29,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10605,2025-04-21,2025-12-07,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10606,2025-07-24,2025-12-01,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10607,2025-01-18,2025-04-14,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10608,2025-08-21,2025-09-01,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10609,2025-03-21,2025-07-16,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10610,2025-10-26,2025-11-08,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10611,2025-04-23,2025-08-28,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10612,2025-01-04,2025-07-16,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10613,2025-06-17,2025-08-24,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10614,2025-05-28,2025-12-21,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10615,2025-03-31,2025-10-11,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10616,2025-11-20,2025-12-23,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10617,2025-01-28,2025-07-02,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10618,2025-01-17,2025-07-05,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10619,2025-06-28,2025-12-24,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10620,2025-12-01,2025-12-17,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10621,2025-06-16,2025-11-20,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10622,2025-09-06,2025-11-26,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10623,2025-02-14,2025-07-22,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10624,2025-05-07,2025-07-12,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10625,2025-06-28,2025-12-07,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10626,2025-12-24,2025-12-28,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10627,2025-06-19,2025-07-30,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10628,2025-06-19,2025-11-21,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10629,2025-01-31,2025-07-04,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10630,2025-10-17,2025-11-19,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10631,2025-05-10,2025-07-14,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10632,2025-07-18,2025-11-18,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10633,2025-07-26,2025-11-02,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10634,2025-12-18,2025-12-27,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10635,2025-10-10,2025-12-28,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10636,2025-11-13,2025-11-20,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10637,2025-02-09,2025-04-07,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10638,2025-03-18,2025-05-24,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10639,2025-03-01,2025-12-21,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10640,2025-01-30,2025-04-09,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10641,2025-07-11,2025-10-09,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10642,2025-10-23,2025-12-18,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10643,2025-09-22,2025-11-24,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10644,2025-05-03,2025-07-01,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10645,2025-01-27,2025-07-28,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10646,2025-09-03,2025-11-01,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10647,2025-08-18,2025-08-29,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10648,2025-07-17,2025-07-31,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10649,2025-06-29,2025-09-25,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10650,2025-01-23,2025-06-15,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10651,2025-01-30,2025-10-08,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10652,2025-08-27,2025-12-21,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10653,2025-05-30,2025-11-26,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10654,2025-08-04,2025-12-25,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10655,2025-06-24,2025-12-18,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10656,2025-09-11,2025-10-17,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10657,2025-08-23,2025-11-24,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10658,2025-02-28,2025-03-24,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10659,2025-02-10,2025-12-22,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10660,2025-10-05,2025-10-13,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10661,2025-09-08,2025-10-12,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10662,2025-04-07,2025-09-24,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10663,2025-07-23,2025-11-02,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10664,2025-03-03,2025-07-22,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10665,2025-12-23,2025-12-26,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10666,2025-06-08,2025-10-18,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10667,2025-08-21,2025-08-31,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10668,2025-09-09,2025-11-13,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10669,2025-05-09,2025-06-14,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10670,2025-09-21,2025-12-05,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10671,2025-04-08,2025-12-19,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10672,2025-12-06,2025-12-13,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10673,2025-02-01,2025-09-15,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10674,2025-02-24,2025-07-10,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10675,2025-09-12,2025-11-27,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10676,2025-08-20,2025-09-05,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10677,2025-08-06,2025-10-18,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10678,2025-11-04,2025-12-06,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10679,2025-09-18,2025-12-29,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10680,2025-09-08,2025-11-30,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10681,2025-05-21,2025-05-28,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10682,2025-04-30,2025-07-09,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10683,2025-05-13,2025-11-18,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10684,2025-03-29,2025-05-22,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10685,2025-01-30,2025-05-25,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10686,2025-07-17,2025-12-13,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10687,2025-11-21,2025-12-27,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10688,2025-01-15,2025-09-29,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10689,2025-12-07,2025-12-13,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10690,2025-05-27,2025-07-26,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10691,2025-03-12,2025-12-06,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10692,2025-11-11,2025-11-27,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10693,2025-06-19,2025-07-06,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10694,2025-05-22,2025-08-22,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10695,2025-08-26,2025-10-20,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10696,2025-11-01,2025-12-14,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10697,2025-07-27,2025-09-11,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10698,2025-11-11,2025-12-26,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10699,2025-05-23,2025-12-31,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10700,2025-06-29,2025-11-25,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10701,2025-10-30,2025-12-06,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10702,2025-07-24,2025-10-14,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10703,2025-11-14,2025-11-23,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10704,2025-02-23,2025-05-31,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10705,2025-09-07,2025-12-09,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10706,2025-08-04,2025-08-24,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10707,2025-11-25,2025-12-20,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10708,2025-04-21,2025-05-24,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10709,2025-04-16,2025-10-08,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10710,2025-02-27,2025-08-16,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10711,2025-12-20,2025-12-23,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10712,2025-12-10,2025-12-19,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10713,2025-06-11,2025-07-01,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10714,2025-07-14,2025-09-25,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10715,2025-05-30,2025-07-01,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10716,2025-03-29,2025-04-09,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10717,2025-12-28,2025-12-29,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10718,2025-09-10,2025-11-14,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10719,2025-02-23,2025-03-10,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10720,2025-12-23,2025-12-29,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10721,2025-11-19,2025-11-26,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10722,2025-07-02,2025-09-27,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10723,2025-01-03,2025-12-20,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10724,2025-01-08,2025-04-17,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10725,2025-11-21,2025-11-28,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10726,2025-10-10,2025-12-08,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10727,2025-06-14,2025-07-27,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10728,2025-04-03,2025-07-29,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10729,2025-01-19,2025-04-22,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10730,2025-09-06,2025-12-03,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10731,2025-02-13,2025-08-26,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10732,2025-07-28,2025-07-31,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10733,2025-07-20,2025-11-08,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10734,2025-10-07,2025-10-20,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10735,2025-06-16,2025-06-17,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10736,2025-05-18,2025-08-19,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10737,2025-06-11,2025-08-23,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10738,2025-09-17,2025-10-04,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10739,2025-05-21,2025-06-16,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10740,2025-07-31,2025-11-06,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10741,2025-08-04,2025-08-08,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10742,2025-12-06,2025-12-28,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10743,2025-09-04,2025-11-18,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10744,2025-04-09,2025-04-15,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10745,2025-11-03,2025-11-09,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10746,2025-04-04,2025-12-15,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10747,2025-02-10,2025-12-06,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10748,2025-10-13,2025-12-25,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10749,2025-02-21,2025-03-11,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10750,2025-08-01,2025-10-05,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10751,2025-03-09,2025-11-30,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10752,2025-09-28,2025-11-13,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10753,2025-03-12,2025-05-04,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10754,2025-10-06,2025-12-20,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10755,2025-01-15,2025-05-09,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10756,2025-01-18,2025-11-21,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10757,2025-12-11,2025-12-12,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10758,2025-12-29,2025-12-30,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10759,2025-06-04,2025-12-05,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10760,2025-01-15,2025-11-03,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10761,2025-03-16,2025-07-05,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10762,2025-12-01,2025-12-04,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10763,2025-05-09,2025-08-24,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10764,2025-11-07,2025-12-13,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10765,2025-12-12,2025-12-22,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10766,2025-06-20,2025-11-17,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10767,2025-03-14,2025-09-23,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10768,2025-07-13,2025-09-22,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10769,2025-04-14,2025-05-16,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10770,2025-06-14,2025-07-15,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10771,2025-08-22,2025-09-27,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10772,2025-04-25,2025-08-27,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10773,2025-02-01,2025-06-08,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10774,2025-04-25,2025-08-22,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10775,2025-08-23,2025-11-13,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10776,2025-09-25,2025-12-21,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10777,2025-06-23,2025-07-01,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10778,2025-12-04,2025-12-22,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10779,2025-06-18,2025-10-03,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10780,2025-11-04,2025-11-09,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10781,2025-09-18,2025-12-06,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10782,2025-07-19,2025-12-21,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10783,2025-09-21,2025-10-22,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10784,2025-02-25,2025-10-19,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10785,2025-10-31,2025-12-12,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10786,2025-02-19,2025-03-17,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10787,2025-10-30,2025-12-31,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10788,2025-05-21,2025-10-17,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10789,2025-01-13,2025-09-05,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10790,2025-09-21,2025-12-18,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10791,2025-05-25,2025-11-13,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10792,2025-08-11,2025-09-07,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10793,2025-05-23,2025-10-25,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10794,2025-09-10,2025-11-03,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10795,2025-02-14,2025-02-24,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10796,2025-03-14,2025-09-24,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10797,2025-05-31,2025-07-16,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10798,2025-10-28,2025-11-23,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10799,2025-06-23,2025-08-03,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10800,2025-04-21,2025-10-29,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10801,2025-02-17,2025-04-11,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10802,2025-06-25,2025-07-29,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10803,2025-06-22,2025-07-09,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10804,2025-11-25,2025-12-10,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10805,2025-05-15,2025-06-10,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10806,2025-07-30,2025-09-24,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10807,2025-11-27,2025-12-05,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10808,2025-10-03,2025-12-10,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10809,2025-03-09,2025-07-27,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10810,2025-03-29,2025-05-15,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10811,2025-11-04,2025-11-18,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10812,2025-11-03,2025-12-21,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10813,2025-05-21,2025-12-22,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10814,2025-05-24,2025-11-21,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10815,2025-02-20,2025-10-16,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10816,2025-01-26,2025-05-26,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10817,2025-10-06,2025-12-15,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10818,2025-07-24,2025-10-11,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10819,2025-11-16,2025-12-14,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10820,2025-02-18,2025-06-21,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10821,2025-01-29,2025-07-23,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10822,2025-09-22,2025-12-31,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10823,2025-02-19,2025-12-19,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10824,2025-09-06,2025-12-29,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10825,2025-10-26,2025-11-07,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10826,2025-07-15,2025-12-30,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10827,2025-11-19,2025-11-25,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10828,2025-03-01,2025-06-27,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10829,2025-03-04,2025-07-08,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10830,2025-03-29,2025-08-10,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10831,2025-12-14,2025-12-21,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10832,2025-04-08,2025-06-23,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10833,2025-08-02,2025-09-25,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10834,2025-08-31,2025-10-29,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10835,2025-07-27,2025-08-14,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10836,2025-09-06,2025-10-09,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10837,2025-08-14,2025-09-13,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10838,2025-09-13,2025-11-18,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10839,2025-01-16,2025-12-03,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10840,2025-02-01,2025-02-19,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10841,2025-10-27,2025-12-22,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10842,2025-09-10,2025-10-21,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10843,2025-06-11,2025-06-23,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10844,2025-12-12,2025-12-27,Release 24.9,Q1-2025,Datos,Analytics
PROJ-10845,2025-04-23,2025-12-28,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10846,2025-07-07,2025-08-24,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10847,2025-06-07,2025-10-01,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10848,2025-01-29,2025-10-23,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10849,2025-03-03,2025-08-21,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10850,2025-07-08,2025-10-06,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10851,2025-05-13,2025-07-07,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10852,2025-12-01,2025-12-17,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10853,2025-12-01,2025-12-18,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10854,2025-02-20,2025-12-13,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10855,2025-07-19,2025-11-06,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10856,2025-05-04,2025-08-06,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10857,2025-02-17,2025-06-01,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10858,2025-04-07,2025-05-31,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10859,2025-01-20,2025-05-13,Release 24.7,Q4-2025,Plataforma,Operaciones
PROJ-10860,2025-12-02,2025-12-22,Release 24.4,Q2-2025,Infra,Servicios Core
PROJ-10861,2025-12-03,2025-12-10,Release 24.6,Q3-2025,Pagos,Digital
PROJ-10862,2025-12-29,2025-12-31,Release 24.12,Q4-2025,Pagos,Analytics
PROJ-10863,2025-05-02,2025-07-15,Release 24.3,Q2-2025,Datos,Analytics
PROJ-10864,2025-07-13,2025-10-21,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10865,2025-07-13,2025-12-31,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10866,2025-07-13,2025-07-17,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10867,2025-06-02,2025-12-16,Release 24.8,Q4-2025,Experiencia Cliente,Growth
PROJ-10868,2025-04-04,2025-06-27,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10869,2025-05-18,2025-06-05,Release 24.1,Q1-2025,Plataforma,Servicios Core
PROJ-10870,2025-04-20,2025-10-29,Release 24.10,Q2-2025,Ciberseguridad,Growth
PROJ-10871,2025-12-09,2025-12-30,Release 24.11,Q3-2025,Infra,Operaciones
PROJ-10872,2025-09-19,2025-12-19,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
PROJ-10873,2025-07-28,2025-07-30,Release 24.2,Q1-2025,Experiencia Cliente,Digital
PROJ-10874,2025-06-17,2025-08-08,Release 24.5,Q3-2025,Ciberseguridad,Servicios Core
